,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss
0,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
1,0.0,0.10493230819702148,5725.263671875,0.006099910009652376,,,,,,,,,,,,,0.0,0.1013425812125206,5601.8720703125,0.01590009033679962,,,,,,,,,,,,,0.0,0.09468293190002441,8348.6298828125,0.014288929291069508,,,,,,,,,,,,,0.0,0.1093752533197403,3341.422119140625,0.015788478776812553,,,,,,,,,,,,,0.0,0.10166426748037338,6816.08642578125,0.005828083027154207,,,,,,,,,,,,,0.0,0.10905346274375916,4632.3671875,0.0060585057362914085,,,,,,,,,,,,,0.0,0.06904735416173935,1097.5625,0.0032646264880895615,,,,,,,,,,,,,0.0,0.10194841772317886,5657.86474609375,0.013892889022827148,,,,,,,,,,,,,0.0,0.09979567676782608,7456.89306640625,0.006042304448783398,,,,,,,,,,,,,0.0,0.07520117610692978,1449.0728759765625,0.00933663360774517,,,,,,,,,,,,
2,1.0,0.0984984040260315,8355.888671875,0.0034932494163513184,,,,,,,,,,,,,1.0,0.10330279171466827,4943.4384765625,0.016668766736984253,,,,,,,,,,,,,1.0,0.10073462128639221,6788.08984375,0.008416742086410522,,,,,,,,,,,,,1.0,0.10121697187423706,6579.67236328125,0.00871197134256363,,,,,,,,,,,,,1.0,0.09960320591926575,8017.85791015625,0.0026813680306077003,,,,,,,,,,,,,1.0,0.09664973616600037,8783.0927734375,0.005835283547639847,,,,,,,,,,,,,1.0,0.0896206647157669,10228.5361328125,0.018465345725417137,,,,,,,,,,,,,1.0,0.09678139537572861,7732.70947265625,0.012436543591320515,,,,,,,,,,,,,1.0,0.09434371441602707,8664.8857421875,0.013354635797441006,,,,,,,,,,,,,1.0,0.11059332638978958,3252.24853515625,0.0016750674694776535,,,,,,,,,,,,
3,2.0,0.09713352471590042,7868.54345703125,0.010251125320792198,,,,,,,,,,,,,2.0,0.10772775858640671,5022.2431640625,0.005556255578994751,,,,,,,,,,,,,2.0,0.09965895116329193,6657.43994140625,0.012128712609410286,,,,,,,,,,,,,2.0,0.09932764619588852,7293.06201171875,0.008515751920640469,,,,,,,,,,,,,2.0,0.08434612303972244,1889.7569580078125,0.008269126527011395,,,,,,,,,,,,,2.0,0.11003894358873367,4077.623779296875,0.009540054015815258,,,,,,,,,,,,,2.0,0.10793066024780273,4154.3544921875,0.01382808294147253,,,,,,,,,,,,,2.0,0.11218015849590302,4046.5166015625,0.005108010955154896,,,,,,,,,,,,,2.0,0.08449853211641312,1877.3140869140625,0.0028667866718024015,,,,,,,,,,,,,2.0,0.10805380344390869,5243.103515625,0.0028577856719493866,,,,,,,,,,,,
4,3.0,0.06372275203466415,830.0413818359375,0.0067929793149232864,,,,,,,,,,,,,3.0,0.0979890301823616,6535.08544921875,0.017453646287322044,,,,,,,,,,,,,3.0,0.06966257840394974,1191.9207763671875,0.015446444973349571,,,,,,,,,,,,,3.0,0.08482646942138672,1945.749755859375,0.014114311896264553,,,,,,,,,,,,,3.0,0.10978421568870544,3913.79296875,0.012119712308049202,,,,,,,,,,,,,3.0,0.10364516824483871,5224.439453125,0.01334923505783081,,,,,,,,,,,,,3.0,0.07520153373479843,1410.70751953125,0.005244824569672346,,,,,,,,,,,,,3.0,0.10187780112028122,6611.81640625,0.006810981314629316,,,,,,,,,,,,,3.0,0.0922529324889183,10061.5947265625,0.010872187092900276,,,,,,,,,,,,,3.0,0.10025643557310104,6029.07666015625,0.015160216018557549,,,,,,,,,,,,
5,4.0,0.08862747997045517,10693.0693359375,0.01876777596771717,,,,,,,,,,,,,4.0,0.09553300589323044,8729.173828125,0.009426642209291458,,,,,,,,,,,,,4.0,0.09611818939447403,9028.8388671875,0.005873087327927351,,,,,,,,,,,,,4.0,0.10160217434167862,6627.3701171875,0.007388839032500982,,,,,,,,,,,,,4.0,0.09750530123710632,2545.080078125,0.005795679520815611,,,,,,,,,,,,,4.0,0.10418321192264557,5796.81005859375,0.007324032485485077,,,,,,,,,,,,,4.0,0.08825580030679703,10901.4873046875,0.01859675906598568,,,,,,,,,,,,,4.0,0.10994015634059906,3345.56982421875,0.0131062101572752,,,,,,,,,,,,,4.0,0.09823542088270187,7658.05224609375,0.008834383450448513,,,,,,,,,,,,,4.0,0.10585041344165802,4831.45263671875,0.011696669273078442,,,,,,,,,,,,
6,5.0,0.0958559587597847,8248.05078125,0.011527452617883682,,,,,,,,,,,,,5.0,0.09730970114469528,7730.63525390625,0.01099459920078516,,,,,,,,,,,,,5.0,0.09205035865306854,9751.560546875,0.013471647165715694,,,,,,,,,,,,,5.0,0.09829777479171753,7037.98388671875,0.012933393009006977,,,,,,,,,,,,,5.0,0.07037479430437088,1177.4041748046875,0.009811880998313427,,,,,,,,,,,,,5.0,0.09836989641189575,7273.36083984375,0.011219621635973454,,,,,,,,,,,,,5.0,0.10646770149469376,5846.58154296875,0.0015040504513308406,,,,,,,,,,,,,5.0,0.09855356067419052,6917.703125,0.01329702977091074,,,,,,,,,,,,,5.0,0.11241529136896133,4241.45458984375,0.002564356429502368,,,,,,,,,,,,,5.0,0.10445592552423477,6231.27294921875,0.003261025995016098,,,,,,,,,,,,
7,6.0,0.10457351058721542,3034.49853515625,0.012002700008451939,,,,,,,,,,,,,6.0,0.10384082794189453,5125.93359375,0.013770476914942265,,,,,,,,,,,,,6.0,0.0626029297709465,807.2295532226562,0.016324931755661964,,,,,,,,,,,,,6.0,0.10197434574365616,6767.35205078125,0.005387038923799992,,,,,,,,,,,,,6.0,0.114304319024086,3850.541748046875,0.0026363637298345566,,,,,,,,,,,,,6.0,0.09896612167358398,7028.65185546875,0.011253825388848782,,,,,,,,,,,,,6.0,0.1069054901599884,4375.21533203125,0.013761475682258606,,,,,,,,,,,,,6.0,0.09641341865062714,7364.6083984375,0.0158010795712471,,,,,,,,,,,,,6.0,0.09427081048488617,9094.1640625,0.010940593667328358,,,,,,,,,,,,,6.0,0.0962287038564682,9273.5478515625,0.0038586859591305256,,,,,,,,,,,,
8,7.0,0.10738269239664078,4832.48974609375,0.008035103790462017,,,,,,,,,,,,,7.0,0.0985356792807579,6622.185546875,0.01533123292028904,,,,,,,,,,,,,7.0,0.10413359850645065,3004.428466796875,0.014585958793759346,,,,,,,,,,,,,7.0,0.09813327342271805,8704.2880859375,0.0022079208865761757,,,,,,,,,,,,,7.0,0.09671231359243393,7538.80810546875,0.013685868121683598,,,,,,,,,,,,,7.0,0.09887967258691788,2645.65966796875,0.010584158822894096,,,,,,,,,,,,,7.0,0.10554435849189758,3087.380859375,0.014355535618960857,,,,,,,,,,,,,7.0,0.09443719685077667,10442.138671875,0.001093609374947846,,,,,,,,,,,,,7.0,0.09883783757686615,8326.85546875,0.0027695768512785435,,,,,,,,,,,,,7.0,0.11227012425661087,3368.381591796875,0.004456345457583666,,,,,,,,,,,,
9,8.0,0.0978650376200676,8485.5009765625,0.004303330555558205,,,,,,,,,,,,,8.0,0.06028616055846214,703.5391235351562,0.018332133069634438,,,,,,,,,,,,,8.0,0.10029759258031845,7678.7900390625,0.003201620187610388,,,,,,,,,,,,,8.0,0.09625513106584549,7642.49853515625,0.014387939125299454,,,,,,,,,,,,,8.0,0.09464675933122635,9758.8193359375,0.005219622049480677,,,,,,,,,,,,,8.0,0.10236727446317673,6879.33740234375,0.0036930693313479424,,,,,,,,,,,,,8.0,0.09952222555875778,7545.02978515625,0.006299729924649,,,,,,,,,,,,,8.0,0.09723031520843506,2605.220458984375,0.011219621635973454,,,,,,,,,,,,,8.0,0.0653267353773117,915.0675048828125,0.00442754290997982,,,,,,,,,,,,,8.0,0.09358468651771545,10582.12109375,0.002713771304115653,,,,,,,,,,,,
