,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,Unnamed:0,ep_max_height,ep_spring_k,ep_zeta,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss
0,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
1,0.0,0.10493230819702148,5725.263671875,0.006099910009652376,,,,,,,,,,,,,0.0,0.10066301375627518,6955.03173828125,0.007504050619900227,,,,,,,,,,,,,0.0,0.09468293190002441,8348.6298828125,0.014288929291069508,,,,,,,,,,,,,0.0,0.09030670672655106,2140.687744140625,0.002476147608831525,,,,,,,,,,,,,0.0,0.0977100059390068,6518.4951171875,0.018321331590414047,,,,,,,,,,,,,0.0,0.10166426748037338,6816.08642578125,0.005828083027154207,,,,,,,,,,,,,0.0,0.10005807876586914,7707.82373046875,0.0037578758783638477,,,,,,,,,,,,,0.0,0.10311651229858398,5444.2626953125,0.012773177586495876,,,,,,,,,,,,,0.0,0.10905346274375916,4632.3671875,0.0060585057362914085,,,,,,,,,,,,,0.0,0.09873200953006744,2620.774169921875,0.007277227938175201,,,,,,,,,,,,,0.0,0.0966450423002243,9150.15625,0.0034518451429903507,,,,,,,,,,,,,0.0,0.10194841772317886,5657.86474609375,0.013892889022827148,,,,,,,,,,,,,0.0,0.10224165767431259,6118.25,0.009459045715630054,,,,,,,,,,,,,0.0,0.10170692950487137,5846.58154296875,0.013003600761294365,,,,,,,,,,,,,0.0,0.07520117610692978,1449.0728759765625,0.00933663360774517,,,,,,,,,,,,,0.0,0.09764054417610168,7361.49755859375,0.012567956931889057,,,,,,,,,,,,
2,1.0,0.0984984040260315,8355.888671875,0.0034932494163513184,,,,,,,,,,,,,1.0,0.09372075647115707,10507.4638671875,0.0028595859184861183,,,,,,,,,,,,,1.0,0.10073462128639221,6788.08984375,0.008416742086410522,,,,,,,,,,,,,1.0,0.09843216836452484,2557.52294921875,0.002294329460710287,,,,,,,,,,,,,1.0,0.09539595991373062,8903.3740234375,0.008850584737956524,,,,,,,,,,,,,1.0,0.09960320591926575,8017.85791015625,0.0026813680306077003,,,,,,,,,,,,,1.0,0.10572317242622375,2979.542724609375,0.004175517708063126,,,,,,,,,,,,,1.0,0.11316446959972382,3411.931640625,0.0028487849049270153,,,,,,,,,,,,,1.0,0.09664973616600037,8783.0927734375,0.005835283547639847,,,,,,,,,,,,,1.0,0.06124236807227135,732.5724487304688,0.013880288228392601,,,,,,,,,,,,,1.0,0.09341692179441452,8937.591796875,0.014603960327804089,,,,,,,,,,,,,1.0,0.09678139537572861,7732.70947265625,0.012436543591320515,,,,,,,,,,,,,1.0,0.10033132880926132,6417.91552734375,0.012144914828240871,,,,,,,,,,,,,1.0,0.10071653872728348,7537.771484375,0.003288028761744499,,,,,,,,,,,,,1.0,0.11059332638978958,3252.24853515625,0.0016750674694776535,,,,,,,,,,,,,1.0,0.092828668653965,10655.7412109375,0.0047317733988165855,,,,,,,,,,,,
3,2.0,0.09713352471590042,7868.54345703125,0.010251125320792198,,,,,,,,,,,,,2.0,0.09301894903182983,8901.2998046875,0.0158406849950552,,,,,,,,,,,,,2.0,0.09965895116329193,6657.43994140625,0.012128712609410286,,,,,,,,,,,,,2.0,0.0958084985613823,7140.63720703125,0.01898919977247715,,,,,,,,,,,,,2.0,0.09591367095708847,7858.1748046875,0.013772277161478996,,,,,,,,,,,,,2.0,0.08434612303972244,1889.7569580078125,0.008269126527011395,,,,,,,,,,,,,2.0,0.0985913947224617,7325.2060546875,0.010249325074255466,,,,,,,,,,,,,2.0,0.09943827241659164,7674.642578125,0.00552205229178071,,,,,,,,,,,,,2.0,0.11003894358873367,4077.623779296875,0.009540054015815258,,,,,,,,,,,,,2.0,0.09359770268201828,8336.1875,0.01761746220290661,,,,,,,,,,,,,2.0,0.10048341006040573,7056.64794921875,0.007115211337804794,,,,,,,,,,,,,2.0,0.11218015849590302,4046.5166015625,0.005108010955154896,,,,,,,,,,,,,2.0,0.09443563967943192,9167.7841796875,0.009916291572153568,,,,,,,,,,,,,2.0,0.09683199971914291,9095.201171875,0.003331233048811555,,,,,,,,,,,,,2.0,0.10805380344390869,5243.103515625,0.0028577856719493866,,,,,,,,,,,,,2.0,0.07550512254238129,1493.6597900390625,0.016314132139086723,,,,,,,,,,,,
4,3.0,0.06372275203466415,830.0413818359375,0.0067929793149232864,,,,,,,,,,,,,3.0,0.09912504255771637,6720.69140625,0.01302340254187584,,,,,,,,,,,,,3.0,0.06966257840394974,1191.9207763671875,0.015446444973349571,,,,,,,,,,,,,3.0,0.11106651276350021,3639.013427734375,0.01224572490900755,,,,,,,,,,,,,3.0,0.09518261253833771,8941.7392578125,0.00923222303390503,,,,,,,,,,,,,3.0,0.10978421568870544,3913.79296875,0.012119712308049202,,,,,,,,,,,,,3.0,0.07661343365907669,1478.106201171875,0.003905490506440401,,,,,,,,,,,,,3.0,0.10823120921850204,3223.215087890625,0.011403240263462067,,,,,,,,,,,,,3.0,0.10364516824483871,5224.439453125,0.01334923505783081,,,,,,,,,,,,,3.0,0.09838002920150757,7879.94970703125,0.00679657980799675,,,,,,,,,,,,,3.0,0.09510603547096252,8508.3134765625,0.011903690174221992,,,,,,,,,,,,,3.0,0.10187780112028122,6611.81640625,0.006810981314629316,,,,,,,,,,,,,3.0,0.07592886686325073,1523.72998046875,0.017626462504267693,,,,,,,,,,,,,3.0,0.08778321743011475,2056.698486328125,0.0034374436363577843,,,,,,,,,,,,,3.0,0.10025643557310104,6029.07666015625,0.015160216018557549,,,,,,,,,,,,,3.0,0.10205024480819702,6619.07470703125,0.006321331951767206,,,,,,,,,,,,
5,4.0,0.08862747997045517,10693.0693359375,0.01876777596771717,,,,,,,,,,,,,4.0,0.07788979262113571,1608.756103515625,0.014443743973970413,,,,,,,,,,,,,4.0,0.09611818939447403,9028.8388671875,0.005873087327927351,,,,,,,,,,,,,4.0,0.09693924337625504,7295.1357421875,0.014947794377803802,,,,,,,,,,,,,4.0,0.09414198994636536,9387.607421875,0.009244824759662151,,,,,,,,,,,,,4.0,0.09750530123710632,2545.080078125,0.005795679520815611,,,,,,,,,,,,,4.0,0.09299665689468384,8492.759765625,0.018233124166727066,,,,,,,,,,,,,4.0,0.06304408609867096,805.1557006835938,0.006296129431575537,,,,,,,,,,,,,4.0,0.10418321192264557,5796.81005859375,0.007324032485485077,,,,,,,,,,,,,4.0,0.09292148053646088,9186.4482421875,0.014420341700315475,,,,,,,,,,,,,4.0,0.09159388393163681,2299.333984375,0.010256526060402393,,,,,,,,,,,,,4.0,0.10994015634059906,3345.56982421875,0.0131062101572752,,,,,,,,,,,,,4.0,0.07607351988554001,1506.1026611328125,0.011347434483468533,,,,,,,,,,,,,4.0,0.10804358869791031,4667.6220703125,0.00818271841853857,,,,,,,,,,,,,4.0,0.10585041344165802,4831.45263671875,0.011696669273078442,,,,,,,,,,,,,4.0,0.11437619477510452,3437.854248046875,0.0012340233661234379,,,,,,,,,,,,
6,5.0,0.0958559587597847,8248.05078125,0.011527452617883682,,,,,,,,,,,,,5.0,0.08947405964136124,2219.492431640625,0.016998199746012688,,,,,,,,,,,,,5.0,0.09205035865306854,9751.560546875,0.013471647165715694,,,,,,,,,,,,,5.0,0.09696094691753387,6755.94580078125,0.018560755997896194,,,,,,,,,,,,,5.0,0.09667176753282547,8722.9521484375,0.006200720090419054,,,,,,,,,,,,,5.0,0.07037479430437088,1177.4041748046875,0.009811880998313427,,,,,,,,,,,,,5.0,0.09198171645402908,10650.556640625,0.007477047853171825,,,,,,,,,,,,,5.0,0.06942856311798096,1145.2601318359375,0.009007200598716736,,,,,,,,,,,,,5.0,0.09836989641189575,7273.36083984375,0.011219621635973454,,,,,,,,,,,,,5.0,0.10796750336885452,5399.67578125,0.00168946897611022,,,,,,,,,,,,,5.0,0.11322221904993057,4159.5390625,0.001639063935726881,,,,,,,,,,,,,5.0,0.09855356067419052,6917.703125,0.01329702977091074,,,,,,,,,,,,,5.0,0.07986842095851898,1614.9775390625,0.0029171917121857405,,,,,,,,,,,,,5.0,0.07074498385190964,1232.3599853515625,0.013061205856502056,,,,,,,,,,,,,5.0,0.10445592552423477,6231.27294921875,0.003261025995016098,,,,,,,,,,,,,5.0,0.09782321751117706,2648.7705078125,0.01593969389796257,,,,,,,,,,,,
7,6.0,0.10457351058721542,3034.49853515625,0.012002700008451939,,,,,,,,,,,,,6.0,0.10310118645429611,6523.6796875,0.004396939650177956,,,,,,,,,,,,,6.0,0.0626029297709465,807.2295532226562,0.016324931755661964,,,,,,,,,,,,,6.0,0.08232737332582474,1767.40234375,0.002306930720806122,,,,,,,,,,,,,6.0,0.09903812408447266,7602.0595703125,0.007100810296833515,,,,,,,,,,,,,6.0,0.114304319024086,3850.541748046875,0.0026363637298345566,,,,,,,,,,,,,6.0,0.1030162051320076,5484.7021484375,0.012852385640144348,,,,,,,,,,,,,6.0,0.08905204385519028,2188.38525390625,0.014317731373012066,,,,,,,,,,,,,6.0,0.09896612167358398,7028.65185546875,0.011253825388848782,,,,,,,,,,,,,6.0,0.10988844186067581,3882.685791015625,0.012258325703442097,,,,,,,,,,,,,6.0,0.08863694965839386,10864.158203125,0.017446445301175117,,,,,,,,,,,,,6.0,0.09641341865062714,7364.6083984375,0.0158010795712471,,,,,,,,,,,,,6.0,0.10519574582576752,5075.125,0.01103060320019722,,,,,,,,,,,,,6.0,0.08692421764135361,2050.47705078125,0.013102610595524311,,,,,,,,,,,,,6.0,0.0962287038564682,9273.5478515625,0.0038586859591305256,,,,,,,,,,,,,6.0,0.09262596815824509,10557.2353515625,0.006020701956003904,,,,,,,,,,,,
8,7.0,0.10738269239664078,4832.48974609375,0.008035103790462017,,,,,,,,,,,,,7.0,0.11227965354919434,3383.935302734375,0.006312331184744835,,,,,,,,,,,,,7.0,0.10413359850645065,3004.428466796875,0.014585958793759346,,,,,,,,,,,,,7.0,0.1085183247923851,3739.59326171875,0.01707380823791027,,,,,,,,,,,,,7.0,0.09889284521341324,8038.595703125,0.004481547977775335,,,,,,,,,,,,,7.0,0.09671231359243393,7538.80810546875,0.013685868121683598,,,,,,,,,,,,,7.0,0.0968400090932846,7828.1044921875,0.011532853357493877,,,,,,,,,,,,,7.0,0.09173575788736343,10226.462890625,0.011369036510586739,,,,,,,,,,,,,7.0,0.09887967258691788,2645.65966796875,0.010584158822894096,,,,,,,,,,,,,7.0,0.0984046682715416,7828.1044921875,0.007289829198271036,,,,,,,,,,,,,7.0,0.07831376045942307,1619.1251220703125,0.009838883765041828,,,,,,,,,,,,,7.0,0.09443719685077667,10442.138671875,0.001093609374947846,,,,,,,,,,,,,7.0,0.0945577397942543,8263.603515625,0.015273627825081348,,,,,,,,,,,,,7.0,0.10581813752651215,5902.57421875,0.002605760470032692,,,,,,,,,,,,,7.0,0.11227012425661087,3368.381591796875,0.004456345457583666,,,,,,,,,,,,,7.0,0.11118029057979584,3852.61572265625,0.00943924393504858,,,,,,,,,,,,
9,8.0,0.0978650376200676,8485.5009765625,0.004303330555558205,,,,,,,,,,,,,8.0,0.11326027661561966,3469.998291015625,0.0065319533459842205,,,,,,,,,,,,,8.0,0.10029759258031845,7678.7900390625,0.003201620187610388,,,,,,,,,,,,,8.0,0.1014832928776741,5672.3818359375,0.014805580489337444,,,,,,,,,,,,,8.0,0.09825297445058823,8718.8046875,0.0017722771735861897,,,,,,,,,,,,,8.0,0.09464675933122635,9758.8193359375,0.005219622049480677,,,,,,,,,,,,,8.0,0.08566682040691376,2013.1485595703125,0.01732943207025528,,,,,,,,,,,,,8.0,0.09879810363054276,7302.39404296875,0.009860485792160034,,,,,,,,,,,,,8.0,0.10236727446317673,6879.33740234375,0.0036930693313479424,,,,,,,,,,,,,8.0,0.11489034444093704,3503.17919921875,0.0025301529094576836,,,,,,,,,,,,,8.0,0.09405339509248734,9841.771484375,0.006632763426750898,,,,,,,,,,,,,8.0,0.09723031520843506,2605.220458984375,0.011219621635973454,,,,,,,,,,,,,8.0,0.11309593170881271,3508.363525390625,0.009322232566773891,,,,,,,,,,,,,8.0,0.09153623878955841,2302.444580078125,0.009540054015815258,,,,,,,,,,,,,8.0,0.09358468651771545,10582.12109375,0.002713771304115653,,,,,,,,,,,,,8.0,0.10883352905511856,4611.62939453125,0.0067749773152172565,,,,,,,,,,,,
